,Name,Country,Brand,Categories,Tasting Notes,ABV,Food Pairing,Suggested Glassware,Suggested Serving Temperature,Sweet-Dry Scale,Body,Rating,Rate Count,Price
572,Four Graces Willamette Valley Pinot Noir,United States,Four Graces,"Pinot Noir, Red Wine",,14.4%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,7,2499.0
573,Willamette Valley Vineyards Whole Cluster Pinot Noir,United States,Willamette Valley Vineyards,"Pinot Noir, Red Wine","Balanced, Cherry, Currant, Mocha, Red Fruit",13.5%,"Beef, Cheese - Fresh  Soft, Duck  Game Bird, Fish - Meaty  Oily, Lamb, Pasta, Pork",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,10,2299.0
574,FitVine Pinot Grigio,United States,Fitvine,"Pinot Grigio, White Wine",,13.4%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,31,1499.0
575,FitVine Pinot Noir,United States,Fitvine,"Pinot Noir, Red Wine",,13.9%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,4.7,20,1799.0
576,FitVine Chardonnay,United States,Fitvine,"Chardonnay, White Wine",,13.4%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,4.3,8,1499.0
577,FitVine Sauvignon Blanc,United States,Fitvine,"Sauvignon Blanc, White Wine",,13.4%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,4.3,8,1499.0
578,Carmel Road Monterey Chardonnay,United States,Carmel Road,"Chardonnay, White Wine","Crisp, Stone Fruit, Tropical",13.5%,"Cheese - Fresh  Soft, Fish - Meaty  Oily, Shellfish",Chardonnay Glass,4,Dry Wine,Full,5.0,4,1499.0
579,Carmel Road Monterey Pinot Noir,United States,Carmel Road,"Pinot Noir, Red Wine","Berry, Cherry, Dark Fruit, Toasty, Vanilla",13.8%,"Duck  Game Bird, Fish - Meaty  Oily",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,3,1599.0
580,RouteStock Willamette Valley Pinot Noir,United States,RouteStock,"Pinot Noir, Red Wine","Cherry, Cinnamon, Citrus, Dark Fruit, Leather, Red Fruit",13.5%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,3.3,3,2309.0
581,RouteStock Cabernet Sauvignon,United States,RouteStock,"Cabernet Sauvignon, Red Wine","Balanced, Dark Fruit, Floral, Herbal, Oak",14.2%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,2,2498.0
582,Mer Soleil Silver Unoaked Chardonnay,United States,Mer Soleil,"Chardonnay, White Wine","Bright, Citrus, Crisp, Nectarine",13.8%,"Cheese - Fresh  Soft, Chicken, Fish - White, Salads  Greens, Shellfish",Chardonnay Glass,4,Dry Wine,Full,5.0,8,1999.0
583,Mer Soleil Chardonnay,United States,Mer Soleil,"Chardonnay, White Wine","Apricot, Bright, Citrus, Creamy, Floral, Fresh, Honey, Toasty",14.5%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,5,2799.0
584,Bandit Pinot Grigio 1L Tetra Pak ®,United States,Bandit,"Pinot Grigio, White Wine","Peach, Citrus, Green Apple, Tart",13.3%,"Salads  Greens, Cheese - Fresh  Soft",Standard White Glass,3,Semi-Sweet  Off-Dry,Light,5.0,2,799.0
585,Bandit Chardonnay,United States,Bandit,"Chardonnay, White Wine",,13.6%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,2.5,2,799.0
586,Antigal Uno Malbec,Argentina,Antigal,"Malbec, Red Wine","Acidic, Berry, Blueberry, Bright, Chocolate, Floral, Vanilla",13.9%,"Beef, Cheese - Nutty  Semi-Firm, Fish - Meaty  Oily, Mushrooms, Pasta, Turkey",Standard Red Glass,6,Dry Wine,Full,5.0,33,1599.0
587,Alamos Malbec,Argentina,Alamos,"Malbec, Red Wine","Cherry, Dark Fruit, Oak",13.6%,"Beef, Duck  Game Bird",Standard Red Glass,6,Dry Wine,Full,4.9,319,1099.0
588,Alamos Cabernet Sauvignon,Argentina,Alamos,"Cabernet Sauvignon, Red Wine","Berry, Herbal, Oak, Vanilla",13.5%,"Beef, Lamb",Bordeaux Glass,6,Dry Wine,Full,4.7,18,1099.0
589,Alamos Malbec Seleccion,Argentina,Alamos,"Malbec, Red Wine",,14%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,5.0,12,1799.0
590,Alamos Red Blend,Argentina,Alamos,"Red Blend, Red Wine","Dark Fruit, Spicy, Rich, Bold",13.9%,"Beef, Lamb",Standard Red Glass,6,Dry Wine,Full,4.2,7,1099.0
591,Caymus Napa Valley Cabernet Sauvignon,United States,Caymus,"Cabernet Sauvignon, Red Wine","Berry, Cassis, Oak",14.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,4.4,51,7024.0
592,Caymus Red Schooner,Argentina,Caymus,"Malbec, Red Wine","Earthy, Silky, Smooth",14.6%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,2.5,2,4999.0
593,Root:1 Cabernet Sauvignon,Chile,Root 1,"Cabernet Sauvignon, Red Wine","Chocolate, Currant, Mocha, Rich",14%,"Pasta, Cheese - Stinky",Bordeaux Glass,6,Dry Wine,Full,5.0,2,1099.0
594,Root:1 Sauvignon Blanc,Chile,Root 1,"Sauvignon Blanc, White Wine",,12.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,2.5,2,1099.0
595,Aromo Malbec,Chile,Vina El Aromo,"Malbec, Red Wine",,13.5%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,5.0,3,959.0
596,Tavernello Pinot Grigio,Italy,Tavernello,"Pinot Grigio, White Wine",,12%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,2,700.0
597,The Fableist Cabernet Sauvignon,France,The Fableist,"Cabernet Sauvignon, Red Wine",,14.1%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,2.5,2,2199.0
598,Spellbound California Cabernet Sauvignon,United States,Spellbound,"Cabernet Sauvignon, Red Wine","Berry, Bold, Cassis, Dark Fruit, Oak, Round",13.5%,"Beef, Dessert - Chocolate  Coffee, Duck  Game Bird, Mushrooms",Bordeaux Glass,6,Dry Wine,Full,5.0,2,1399.0
599,Lone Birch Pinot Gris,United States,Lone Birch,"Pinot Grigio, White Wine",,13.9%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,3,1099.0
600,Culitos Merlot,Chile,Culitos,"Merlot, Red Wine",,11.5%,"Duck  Game Bird, Tomatoes",Bordeaux Glass,6,Dry Wine,Medium,5.0,19,949.0
601,Columbia Winery Cabernet Sauvignon,United States,Columbia Winery,"Cabernet Sauvignon, Red Wine",,13.7%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,2,1399.0
602,Toasted Head Chardonnay,United States,Toasted Head,"Chardonnay, White Wine","Peach, Pear, Toasty, Caramel",14%,"Pork, Pasta",Chardonnay Glass,4,Dry Wine,Full,4.3,22,1199.0
603,Rutherford Ranch Cabernet Sauvignon,United States,Rutherford Ranch,"Cabernet Sauvignon, Red Wine",,13.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,3.7,4,2499.0
604,KRIS Pinot Grigio,Italy,KRIS,"Pinot Grigio, White Wine","Citrus, Stone Fruit, Nutty",12.5%,"Chicken, Fish - White, Pasta, Salads  Greens, Shellfish",Standard White Glass,3,Dry Wine,Light,4.9,70,1299.0
605,Indaba Sauvignon Blanc,South Africa,Indaba,"Sauvignon Blanc, White Wine","Tropical Fruit, Citrus, Fig, Grassy",13%,"Shellfish, Cheese - Creamy  Bloomy",Standard White Glass,3,Dry Wine,Light,4.2,7,999.0
606,Villa Pozzi Pinot Grigio,Italy,Villa Pozzi,"Pinot Grigio, White Wine",,12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,2,999.0
607,Roth Cabernet Sauvignon,United States,Roth,"Cabernet Sauvignon, Red Wine",,14.8%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,2,2529.0
608,Flowers Sonoma Coast Pinot Noir,United States,Flowers Vineyards and Winery,"Pinot Noir, Red Wine","Balanced, Bright, Cherry, Floral, Red Fruit",14.1%,"Cured Meats, Duck  Game Bird, Fish - Meaty  Oily, Lamb, Pasta",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,15,4999.0
609,Flowers Sonoma Coast Chardonnay,United States,Flowers Vineyards and Winery,"Chardonnay, White Wine","Balanced, Bright, Citrus, Crisp, Dry, Green Apple, Pear, Rich, Roasted, Round, Stone Fruit, Vanilla",13.5%,"Cheese - Fresh  Soft, Chicken, Fish - Meaty  Oily, Pasta, Pork, Salads  Greens, Shellfish",Chardonnay Glass,4,Dry Wine,Full,5.0,7,4699.0
610,Cooper and Thief Napa Valley Tequila Aged Sauvignon Blanc White Wine,United States,Cooper  Thief,"Sauvignon Blanc, White Wine",,16.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,2,2699.0
611,Smoke Tree Chardonnay,United States,Smoke Tree,"Chardonnay, White Wine",,13.8%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,2,1889.0
612,Raeburn Chardonnay,United States,Raeburn,"Chardonnay, White Wine","Apple, Balanced, Nectarine, Oak, Pear, Vanilla",14%,"Cheese - Fresh  Soft, Dessert - Vanilla  Caramel, Fish - Meaty  Oily, Shellfish",Chardonnay Glass,4,Dry Wine,Full,5.0,15,1799.0
613,Replica Misbehaved California Pinot Noir,United States,Replica,"Pinot Noir, Red Wine","Caramel, Oak, Red Fruit, Rich",13.8%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,2,1599.0
614,Spy Valley Sauvignon Blanc,New Zealand,Spy Valley,"Sauvignon Blanc, White Wine","Grapefruit, Grassy, Intense, Minerality",12.8%,"Tomatoes, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,4,1599.0
615,Smoke Tree Chardonnay,United States,Smoke Tree,"Chardonnay, White Wine",,13.8%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,2,1889.0
616,Raeburn Chardonnay,United States,Raeburn,"Chardonnay, White Wine","Apple, Balanced, Nectarine, Oak, Pear, Vanilla",14%,"Cheese - Fresh  Soft, Dessert - Vanilla  Caramel, Fish - Meaty  Oily, Shellfish",Chardonnay Glass,4,Dry Wine,Full,5.0,15,1799.0
617,Replica Misbehaved California Pinot Noir,United States,Replica,"Pinot Noir, Red Wine","Caramel, Oak, Red Fruit, Rich",13.8%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,2,1599.0
618,Spy Valley Sauvignon Blanc,New Zealand,Spy Valley,"Sauvignon Blanc, White Wine","Grapefruit, Grassy, Intense, Minerality",12.8%,"Tomatoes, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,4,1599.0
619,Montecillo Crianza,Spain,Montecillo,"Red Wine, Rioja Blend","Cherry, Coconut, Jammy, Red Fruit, Stone Fruit",13.5%,"Tomatoes, Cured Meats",Standard Red Glass,5,Dry Wine,Medium,5.0,2,1199.0
620,Santi Sortesele Pinot Grigio,Italy,Santi,"Pinot Grigio, White Wine",,13%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,7,1299.0
621,Trump Chardonnay,United States,Trump,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,2,2099.0
622,Butter Chardonnay,United States,JaM Cellars,"Chardonnay, White Wine","Citrus, Creamy, Fruity, Stone Fruit, Vanilla",14.8%,"Chicken, Mushrooms, Pasta, Shellfish",Chardonnay Glass,4,Dry Wine,Full,4.8,104,1699.0
623,Crafters Union Pinot Grigio Can,United States,Crafters Union,"Pinot Grigio, White Wine",,12%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,5,599.0
624,Alias Pinot Noir,United States,Alias,"Pinot Noir, Red Wine","Cherry, Chocolate, Currant, Earthy, Minerality, Red Fruit",13.7%,"Cheese - Fresh  Soft, Cured Meats, Duck  Game Bird, Fish - Meaty  Oily",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,2,1099.0
625,Finca Decero Malbec,Argentina,Finca Decero,"Malbec, Red Wine",,14.5%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,3.7,4,1799.0
626,Earthquake Cabernet Sauvignon,United States,Earthquake,"Cabernet Sauvignon, Red Wine",,15%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,4.5,12,2499.0
627,Vietti Barbera d’Asti,Italy,Vietti,"Barbera, Red Wine",,14%,"Beef, Fish - Meaty  Oily, Root Vegetables, Mushrooms",Burgundy  Bourgogne Glass,5,Dry Wine,Medium,5.0,5,1799.0
628,Baby Blue,United States,Blue Rock,"Bordeaux Blend, Red Wine","Blueberry, Herbal, Nutmeg, Red Fruit, Vanilla",14.3%,"Beef, Chicken, Duck  Game Bird, Pasta",Bordeaux Glass,6,Dry Wine,Full,5.0,2,3157.0
629,Carnivor Cabernet Sauvignon,United States,Carnivor,"Cabernet Sauvignon, Red Wine","Berry, Coffee, Mocha, Oak",13.8%,"Beef, Lamb",Bordeaux Glass,6,Dry Wine,Full,4.8,121,1199.0
630,Crios de Susana Balbo Malbec,Argentina,Crios,"Malbec, Red Wine","Berry, Cherry, Dry, Oak, Red Fruit",13.9%,"Beef, Cheese - Fresh  Soft, Lamb, Salads  Greens",Standard Red Glass,6,Dry Wine,Full,5.0,4,1367.0
631,Cannonball Cabernet Sauvignon,United States,Cannonball,"Cabernet Sauvignon, Red Wine","Dark Fruit, Spicy, Chocolate, Oak",13.7%,"Beef, Pasta",Bordeaux Glass,6,Dry Wine,Full,5.0,13,1499.0
632,Oberon Napa County Cabernet Sauvignon,United States,Oberon,"Cabernet Sauvignon, Red Wine","Dark Fruit, Supple, Chocolate, Spicy",13.7%,"Beef, Cheese - Fresh  Soft, Duck  Game Bird, Lamb",Bordeaux Glass,6,Dry Wine,Full,5.0,14,2299.0
633,Sand Point Cabernet Sauvignon,United States,Sand Point,"Cabernet Sauvignon, Red Wine",,14.3%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,2,1209.0
634,The Pinot Project Pinot Noir,United States,The Pinot Project,"Pinot Noir, Red Wine","Cherry, Oak, Spicy",13.5%,"Chicken, Cheese - Fresh  Soft",Burgundy  Bourgogne Glass,5,Dry Wine,Light,4.7,157,1399.0
635,Averaen Willamette Valley Pinot Noir,United States,Averaen,"Pinot Noir, Red Wine",Red Fruit,13.8%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,4.5,11,2000.0
636,Love Noir Pinot Noir Red Wine,United States,Love Noir,"Pinot Noir, Red Wine","Balanced, Cherry, Coffee, Dark Fruit, Jammy",13.5%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,4.5,11,1199.0
637,Imagery Cabernet Sauvignon,United States,Imagery,"Cabernet Sauvignon, Red Wine","Dark Fruit, Pepper, Spicy, Toasty, Vanilla",13.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,9,1699.0
638,Imagery Pinot Noir,United States,Imagery,"Pinot Noir, Red Wine","Berry, Cherry, Jammy, Oak",13.5%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,8,1699.0
639,Imagery Chardonnay,United States,Imagery,"Chardonnay, White Wine","Apple, Citrus, Creamy, Oak",13.5%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,2,1499.0
640,Imagery Sauvignon Blanc,United States,Imagery,"Sauvignon Blanc, White Wine","Citrus, Crisp, Minerality",12.5%,"Cheese - Fresh  Soft, Chicken, Fruit - Citrus, Fruit - Dried",Standard White Glass,3,Dry Wine,Light,5.0,2,1499.0
641,Matua Marlborough Sauvignon Blanc,New Zealand,Matua,"Sauvignon Blanc, White Wine","Citrus, Crisp, Fresh, Tropical",13%,"Cheese - Fresh  Soft, Chicken, Fish - White",Standard White Glass,3,Dry Wine,Light,4.9,511,1199.0
642,Avalon Napa Valley Cabernet Sauvignon,United States,Avalon,"Cabernet Sauvignon, Red Wine",,14%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,4,1799.0
643,Cherry Pie Pinot Noir,United States,Cherry Pie,"Pinot Noir, Red Wine",,15.5%,"Duck  Game Bird, Fish - Meaty  Oily",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,5,1999.0
644,Fog Bank Cabernet Sauvignon,France,Fog Bank,"Cabernet Sauvignon, Red Wine",,13.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,3,1052.0
645,Chime Chardonnay California,United States,Chime,"Chardonnay, White Wine","Apple, Honey, Peach, Pineapple",14.2%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,2,1099.0
646,Duck Pond Pinot Noir,United States,Duck Pond,"Pinot Noir, Red Wine","Cherry, Red Fruit",13.5%,"Duck  Game Bird, Fish - Meaty  Oily",Burgundy  Bourgogne Glass,5,Dry Wine,Light,2.5,2,1999.0
647,Butternut Chardonnay,United States,Butternut,"Chardonnay, White Wine",,13.9%,"Cheese - Fresh  Soft, Fish - Meaty  Oily, Shellfish",Chardonnay Glass,4,Dry Wine,Full,5.0,9,1399.0
648,Cloudy Bay Sauvignon Blanc,New Zealand,Cloudy Bay,"Sauvignon Blanc, White Wine","Bright, Citrus, Crisp, Dry, Floral, Fresh, Grassy, Pepper",13.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,80,2999.0
649,Loveblock Sauvignon Blanc,New Zealand,Loveblock,"Sauvignon Blanc, White Wine","Acidic, Balanced, Citrus, Creamy, Herbal, Minerality, Peach",12.5%,"Cheese - Creamy  Bloomy, Cheese - Fresh  Soft, Root Vegetables, Shellfish",Standard White Glass,3,Dry Wine,Light,5.0,11,2099.0
650,Loveblock Pinot Noir,New Zealand,Loveblock,"Pinot Noir, Red Wine","Berry, Cherry, Stone Fruit",14%,"Beef, Chicken, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,2,2999.0
651,Jules Taylor Sauvignon Blanc,New Zealand,Jules Taylor,"Sauvignon Blanc, White Wine",,11.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,3,1799.0
652,Conundrum White Blend,United States,Conundrum,"White Blend, White Wine","Bright, Fresh, Tropical",13.4%,"Cheese - Fresh  Soft, Chicken, Pasta",Standard White Glass,3,Dry Wine,Light,4.7,18,1799.0
653,Aviary Cabernet Sauvignon,United States,Aviary Vineyards,"Cabernet Sauvignon, Red Wine","Blueberry, Dark Fruit, Earthy, Eucalyptus, Red Fruit, Velvety",13.9%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,4,1778.0
654,Uppercut Cabernet Sauvignon,United States,Uppercut,"Cabernet Sauvignon, Red Wine",,14.2%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,6,1799.0
655,Luna Nuda Pinot Grigio,Italy,Luna Nuda,"Pinot Grigio, White Wine","Bright, Citrus, Crisp, Fruity, Light, Stone Fruit",12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,5,1299.0
656,Honig Napa Valley Sauvignon Blanc,United States,Honig,"Sauvignon Blanc, White Wine","Acidic, Bright, Crisp, Dry, Fresh, Grapefruit, Peach, Stone Fruit",13.5%,"Pasta, Fish - White, Cheese - Creamy  Bloomy, Shellfish",Standard White Glass,3,Dry Wine,Light,5.0,35,1799.0
657,Honig Cabernet Sauvignon,United States,Honig,"Cabernet Sauvignon, Red Wine","Dark Fruit, Red Fruit, Toasty",14.8%,"Beef, Cheese - Hard Aged, Duck  Game Bird, Lamb, Pork",Bordeaux Glass,6,Dry Wine,Full,5.0,2,4399.0
658,Tom Gore Vineyards Cabernet Sauvignon,United States,Tom Gore,"Cabernet Sauvignon, Red Wine",,14%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,2,1399.0
659,Barboursville Cabernet Sauvignon,United States,Barboursville,"Cabernet Sauvignon, Red Wine",,13%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,4.6,25,2049.0
660,Barboursville Chardonnay,United States,Barboursville,"Chardonnay, White Wine",,12.5%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,4.5,10,1799.0
661,Langlois Chateau Sancerre,France,Langlois Chateau,"Sauvignon Blanc, White Wine",,12.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,2,2631.0
662,BABE Grigio with Bubbles,United States,BABE,"Pinot Grigio, White Wine","Citrus, Melon, Minerality, Pear",12%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,4.6,15,1319.0
663,Zaccagnini Pinot Grigio Colline Pescaresi,Italy,Zaccagnini,"Pinot Grigio, White Wine",,12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,4.7,18,1699.0
664,Ca’ Donini Pinot Grigio,Italy,Ca Donini,"Pinot Grigio, White Wine","Honey, Apple, Floral, Pear",11.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,7,799.0
665,Giuliano Rosati Pinot Grigio,Italy,Giuliano Rosati,"Pinot Grigio, White Wine",,12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,3,999.0
666,Paul Dolan Vineyards Organically Grown Cabernet Sauvignon,United States,Paul Dolan,"Cabernet Sauvignon, Red Wine","Cassis, Cherry, Dark Fruit",14.5%,"Beef, Cheese - Hard Aged, Cured Meats, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,3,2174.0
667,Directors Cut White Box Cabernet Sauvignon,United States,Directors Cut,"Cabernet Sauvignon, Red Wine",,13.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,3,1999.0
668,Punto Final Malbec Clásico,Argentina,Renacer,"Malbec, Red Wine","Dark Fruit, Currant, Oak, Vanilla",13.5%,"Beef, Cheese - Hard Aged",Standard Red Glass,6,Dry Wine,Full,4.7,24,1299.0
669,Jean Bousquet Malbec,Argentina,Domaine Jean Bousquet,"Malbec, Red Wine",,14%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,4.1,6,1199.0
670,Domaine Jean Bousquet Cabernet Sauvignon,Argentina,Domaine Jean Bousquet,"Cabernet Sauvignon, Red Wine","Cassis, Currant, Minerality, Spicy",15%,"Cheese - Hard Aged, Beef",Bordeaux Glass,6,Dry Wine,Full,2.5,2,1199.0
671,La Posta Pizzella Malbec,Argentina,La Posta,"Malbec, Red Wine","Bold, Cherry, Chocolate, Dark Fruit, Nutmeg",13.5%,"Cured Meats, Duck  Game Bird, Mushrooms, Pork",Standard Red Glass,6,Dry Wine,Full,5.0,5,1599.0
672,Felino Malbec,Argentina,Felino,"Malbec, Red Wine",,14.1%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,5.0,2,1996.0
673,Emmolo Sauvignon Blanc,United States,Emmolo,"Sauvignon Blanc, White Wine","Bright, Citrus, Melon - Honeydew, Minerality, Nectarine",12.4%,"Cheese - Fresh  Soft, Chicken, Fish - White, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,4,1999.0
674,Vampire Cabernet Sauvignon,United States,Vampire,"Cabernet Sauvignon, Red Wine",,13.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,3,1199.0
675,Barone Fini Pinot Grigio,Italy,Barone Fini,"Pinot Grigio, White Wine",,12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,9,1199.0
676,Textbook Cabernet Sauvignon,United States,Textbook,"Cabernet Sauvignon, Red Wine","Balanced, Bold, Cassis, Cherry, Chocolate, Dark Fruit, Dry, Earthy, Intense, Jammy, Mocha, Rich, Silky, Smooth, Vanilla",13.3%,"Beef, Cheese - Blue, Cheese - Creamy  Bloomy, Cheese - Fresh  Soft, Cheese - Hard Aged, Cheese - Nutty  Semi-Firm, Cheese - Stinky, Chicken, Cured Meats, Lamb, Mushrooms, Nuts, Pasta, Pork, Root Vegetables, Turkey",Bordeaux Glass,6,Dry Wine,Full,5.0,3,2999.0
677,Benton-Lane Estate Pinot Noir,United States,Benton Lane,"Pinot Noir, Red Wine","Balanced, Berry, Blueberry, Cassis, Cherry, Dark Fruit, Oak, Spicy",14.1%,"Beef, Cheese - Creamy  Bloomy, Cheese - Fresh  Soft, Cheese - Hard Aged, Chicken, Cured Meats, Duck  Game Bird, Lamb",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,2,2499.0
678,Black Stallion Heritage Napa Valley Cabernet Sauvignon,United States,Black Stallion,"Cabernet Sauvignon, Red Wine",,14.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,3,2699.0
679,Wairau River Sauvignon Blanc,New Zealand,Wairau River,"Sauvignon Blanc, White Wine","Acidic, Crisp, Fresh, Fruity, Grapefruit, Intense, Light, Peach, Tropical Fruit",13%,"Cheese - Creamy  Bloomy, Cheese - Fresh  Soft, Chicken, Shellfish",Standard White Glass,3,Dry Wine,Light,5.0,2,1574.0
680,Chateau De Sancerre Blanc,France,Chateau de Sancerre,"Sauvignon Blanc, White Wine",,13%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,2,2995.0
681,Quilt Cabernet Sauvignon,United States,Quilt Wines,"Cabernet Sauvignon, Red Wine","Anise, Balanced, Berry, Cassis, Chocolate, Oak, Silky, Smooth, Supple, Vanilla",15.1%,"Beef, Cheese - Nutty  Semi-Firm, Cured Meats, Duck  Game Bird, Lamb, Mushrooms, Nuts, Pasta, Pork, Turkey",Bordeaux Glass,6,Dry Wine,Full,4.4,17,4999.0
682,Quilt Napa Valley Chardonnay,United States,Quilt Wines,"Chardonnay, White Wine","Apple, Butter, Citrus, Crisp, Honey, Melon, Smooth, Stone Fruit, Supple, Tropical Fruit, Vanilla",14.7%,"Cheese - Fresh  Soft, Cheese - Stinky, Chicken, Dessert - Chocolate  Coffee, Fish - Meaty  Oily, Mushrooms, Nuts, Pasta, Salads  Greens, Shellfish, Turkey",Chardonnay Glass,4,Dry Wine,Full,5.0,2,2999.0
683,Luscious Cabernet Sauvignon,Chile,Luscious Vines,"Cabernet Sauvignon, Red Wine",,8%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,14,899.0
